Column,Original_Text,Tokenized_Sentences,Tokenized_Words
Answer,Oxygen is more electronegative than hydrogen. ,['Oxygen is more electronegative than hydrogen.'],"['Oxygen', 'is', 'more', 'electronegative', 'than', 'hydrogen', '.']"
Answer,Weak interactions that form between a hydrogen with a partial positive charge and a more electronegative atom.,['Weak interactions that form between a hydrogen with a partial positive charge and a more electronegative atom.'],"['Weak', 'interactions', 'that', 'form', 'between', 'a', 'hydrogen', 'with', 'a', 'partial', 'positive', 'charge', 'and', 'a', 'more', 'electronegative', 'atom', '.']"
Answer,Water molecules are attracted to other polar molecules and to ions.,['Water molecules are attracted to other polar molecules and to ions.'],"['Water', 'molecules', 'are', 'attracted', 'to', 'other', 'polar', 'molecules', 'and', 'to', 'ions', '.']"
Answer,The attraction of molecules for other molecules of the same kind.,['The attraction of molecules for other molecules of the same kind.'],"['The', 'attraction', 'of', 'molecules', 'for', 'other', 'molecules', 'of', 'the', 'same', 'kind', '.']"
Answer,A phenomenon that results in the tendency of a liquid’s surface to resist rupture when placed under tension or stress.,['A phenomenon that results in the tendency of a liquid’s surface to resist rupture when placed under tension or stress.'],"['A', 'phenomenon', 'that', 'results', 'in', 'the', 'tendency', 'of', 'a', 'liquid', '’', 's', 'surface', 'to', 'resist', 'rupture', 'when', 'placed', 'under', 'tension', 'or', 'stress', '.']"
Answer,"Adhesion enables water to “climb” upwards through thin glass tubes (called capillary tubes) placed in a beaker of water. This upward motion against gravity, known as capillary action, depends on the attraction between water molecules and the glass walls of the tube (adhesion), as well as on interactions between water molecules (cohesion).","['Adhesion enables water to “climb” upwards through thin glass tubes (called capillary tubes) placed in a beaker of water.', 'This upward motion against gravity, known as capillary action, depends on the attraction between water molecules and the glass walls of the tube (adhesion), as well as on interactions between water molecules (cohesion).']","['Adhesion', 'enables', 'water', 'to', '“', 'climb', '”', 'upwards', 'through', 'thin', 'glass', 'tubes', '(', 'called', 'capillary', 'tubes', ')', 'placed', 'in', 'a', 'beaker', 'of', 'water', '.', 'This', 'upward', 'motion', 'against', 'gravity', ',', 'known', 'as', 'capillary', 'action', ',', 'depends', 'on', 'the', 'attraction', 'between', 'water', 'molecules', 'and', 'the', 'glass', 'walls', 'of', 'the', 'tube', '(', 'adhesion', ')', ',', 'as', 'well', 'as', 'on', 'interactions', 'between', 'water', 'molecules', '(', 'cohesion', ')', '.']"
Answer,The hydrogen bonds to break completely.,['The hydrogen bonds to break completely.'],"['The', 'hydrogen', 'bonds', 'to', 'break', 'completely', '.']"
Answer,Water molecules form a crystal structure maintained by hydrogen bonding.,['Water molecules form a crystal structure maintained by hydrogen bonding.'],"['Water', 'molecules', 'form', 'a', 'crystal', 'structure', 'maintained', 'by', 'hydrogen', 'bonding', '.']"
Answer,It becomes lower.,['It becomes lower.'],"['It', 'becomes', 'lower', '.']"
Answer,It has a high specific heat capacity.,['It has a high specific heat capacity.'],"['It', 'has', 'a', 'high', 'specific', 'heat', 'capacity', '.']"
Answer,The surface they evaporate from gets cooler.,['The surface they evaporate from gets cooler.'],"['The', 'surface', 'they', 'evaporate', 'from', 'gets', 'cooler', '.']"
Answer,No.,['No.'],"['No', '.']"
Answer,Atomic nucleus and electron cloud.,['Atomic nucleus and electron cloud.'],"['Atomic', 'nucleus', 'and', 'electron', 'cloud', '.']"
Answer,Carbon-carbon bonds are unusually strong and C atom can form covalent bonds to as many as four other atoms.,['Carbon-carbon bonds are unusually strong and C atom can form covalent bonds to as many as four other atoms.'],"['Carbon-carbon', 'bonds', 'are', 'unusually', 'strong', 'and', 'C', 'atom', 'can', 'form', 'covalent', 'bonds', 'to', 'as', 'many', 'as', 'four', 'other', 'atoms', '.']"
Answer,Covalent bonds.,['Covalent bonds.'],"['Covalent', 'bonds', '.']"
Answer,It consists of a central carbon atom bonded to four hydrogen atoms.,['It consists of a central carbon atom bonded to four hydrogen atoms.'],"['It', 'consists', 'of', 'a', 'central', 'carbon', 'atom', 'bonded', 'to', 'four', 'hydrogen', 'atoms', '.']"
Answer,No.,['No.'],"['No', '.']"
Answer,They are classified based on their charge and polarity characteristics.,['They are classified based on their charge and polarity characteristics.'],"['They', 'are', 'classified', 'based', 'on', 'their', 'charge', 'and', 'polarity', 'characteristics', '.']"
Answer,"Amino acids, fatty acids, other biomolecules. ","['Amino acids, fatty acids, other biomolecules.']","['Amino', 'acids', ',', 'fatty', 'acids', ',', 'other', 'biomolecules', '.']"
Answer,Cations and ions.,['Cations and ions.'],"['Cations', 'and', 'ions', '.']"
Answer,Bonds formed between ions with opposite charges.,['Bonds formed between ions with opposite charges.'],"['Bonds', 'formed', 'between', 'ions', 'with', 'opposite', 'charges', '.']"
Answer,Electrolytes.,['Electrolytes.'],"['Electrolytes', '.']"
Answer,Covalent bonds.,['Covalent bonds.'],"['Covalent', 'bonds', '.']"
Answer,Polar covalent bonds are present.,['Polar covalent bonds are present.'],"['Polar', 'covalent', 'bonds', 'are', 'present', '.']"
Answer,The one that is more electronegative.,['The one that is more electronegative.'],"['The', 'one', 'that', 'is', 'more', 'electronegative', '.']"
Answer,"Two atoms of the same element, or between atoms of different elements that share electrons more or less equally bond.","['Two atoms of the same element, or between atoms of different elements that share electrons more or less equally bond.']","['Two', 'atoms', 'of', 'the', 'same', 'element', ',', 'or', 'between', 'atoms', 'of', 'different', 'elements', 'that', 'share', 'electrons', 'more', 'or', 'less', 'equally', 'bond', '.']"
Answer,London dispersion forces.,['London dispersion forces.'],"['London', 'dispersion', 'forces', '.']"
Answer,"Strong covalent bonds hold together the chemical building blocks that make up a strand of DNA. However, weaker hydrogen bonds hold together the two strands of the DNA double helix.","['Strong covalent bonds hold together the chemical building blocks that make up a strand of DNA.', 'However, weaker hydrogen bonds hold together the two strands of the DNA double helix.']","['Strong', 'covalent', 'bonds', 'hold', 'together', 'the', 'chemical', 'building', 'blocks', 'that', 'make', 'up', 'a', 'strand', 'of', 'DNA', '.', 'However', ',', 'weaker', 'hydrogen', 'bonds', 'hold', 'together', 'the', 'two', 'strands', 'of', 'the', 'DNA', 'double', 'helix', '.']"
Answer,Dehydration synthesis.,['Dehydration synthesis.'],"['Dehydration', 'synthesis', '.']"
Answer,Hydrolysis.,['Hydrolysis.'],"['Hydrolysis', '.']"
Answer,Dehydration synthesis.,['Dehydration synthesis.'],"['Dehydration', 'synthesis', '.']"
Answer,Hydrolysis.,['Hydrolysis.'],"['Hydrolysis', '.']"
Answer,"Speed up reaction, break large biological molecules.","['Speed up reaction, break large biological molecules.']","['Speed', 'up', 'reaction', ',', 'break', 'large', 'biological', 'molecules', '.']"
Answer,"Carbon, hydrogen, oxygen.","['Carbon, hydrogen, oxygen.']","['Carbon', ',', 'hydrogen', ',', 'oxygen', '.']"
Answer,Monosaccharide.,['Monosaccharide.'],"['Monosaccharide', '.']"
Answer,The organization of their atoms.,['The organization of their atoms.'],"['The', 'organization', 'of', 'their', 'atoms', '.']"
Answer,Alpha and beta.,['Alpha and beta.'],"['Alpha', 'and', 'beta', '.']"
Answer,"Two monosaccharides join together via a dehydration reaction, also known as a condensation reaction or dehydration synthesis.","['Two monosaccharides join together via a dehydration reaction, also known as a condensation reaction or dehydration synthesis.']","['Two', 'monosaccharides', 'join', 'together', 'via', 'a', 'dehydration', 'reaction', ',', 'also', 'known', 'as', 'a', 'condensation', 'reaction', 'or', 'dehydration', 'synthesis', '.']"
Answer,A long chain of monosaccharides linked by glycosidic bonds.,['A long chain of monosaccharides linked by glycosidic bonds.'],"['A', 'long', 'chain', 'of', 'monosaccharides', 'linked', 'by', 'glycosidic', 'bonds', '.']"
Answer,Amylose and amylopectin.,['Amylose and amylopectin.'],"['Amylose', 'and', 'amylopectin', '.']"
Answer,Glycogen is broken down through hydrolysis.,['Glycogen is broken down through hydrolysis.'],"['Glycogen', 'is', 'broken', 'down', 'through', 'hydrolysis', '.']"
Answer,Presence of cellulose.,['Presence of cellulose.'],"['Presence', 'of', 'cellulose', '.']"
Answer,Yes.,['Yes.'],"['Yes', '.']"
Answer,Storing genetic info.,['Storing genetic info.'],"['Storing', 'genetic', 'info', '.']"
Answer,"Nucleus in eukaryotes, nucleoid in prokaryotes.","['Nucleus in eukaryotes, nucleoid in prokaryotes.']","['Nucleus', 'in', 'eukaryotes', ',', 'nucleoid', 'in', 'prokaryotes', '.']"
Answer,"Long and linear in eukaryotes, smaller and more circular in prokaryotes.","['Long and linear in eukaryotes, smaller and more circular in prokaryotes.']","['Long', 'and', 'linear', 'in', 'eukaryotes', ',', 'smaller', 'and', 'more', 'circular', 'in', 'prokaryotes', '.']"
Answer,The arrangement of multiple polypeptide chains together,['The arrangement of multiple polypeptide chains together'],"['The', 'arrangement', 'of', 'multiple', 'polypeptide', 'chains', 'together']"
Answer,Covalent Bonds,['Covalent Bonds'],"['Covalent', 'Bonds']"
Answer,Quaternary Structure,['Quaternary Structure'],"['Quaternary', 'Structure']"
Answer,"Starch, glycogen, and cellulose are all carbohydrates that are composed of glucose monomers. Since their structures are different, this leads to differences in their functions.","['Starch, glycogen, and cellulose are all carbohydrates that are composed of glucose monomers.', 'Since their structures are different, this leads to differences in their functions.']","['Starch', ',', 'glycogen', ',', 'and', 'cellulose', 'are', 'all', 'carbohydrates', 'that', 'are', 'composed', 'of', 'glucose', 'monomers', '.', 'Since', 'their', 'structures', 'are', 'different', ',', 'this', 'leads', 'to', 'differences', 'in', 'their', 'functions', '.']"
Answer,They are both storage carbohydrates.,['They are both storage carbohydrates.'],"['They', 'are', 'both', 'storage', 'carbohydrates', '.']"
Answer,"Starch is a storage carbohydrate, while cellulose is a structural carbohydrate.","['Starch is a storage carbohydrate, while cellulose is a structural carbohydrate.']","['Starch', 'is', 'a', 'storage', 'carbohydrate', ',', 'while', 'cellulose', 'is', 'a', 'structural', 'carbohydrate', '.']"
Answer,It has a highly branched structure.,['It has a highly branched structure.'],"['It', 'has', 'a', 'highly', 'branched', 'structure', '.']"
Answer,It provides structural support to plant cells.,['It provides structural support to plant cells.'],"['It', 'provides', 'structural', 'support', 'to', 'plant', 'cells', '.']"
Answer,Saturated fats have a high melting point and tend to be more stable than unsaturated fats.,['Saturated fats have a high melting point and tend to be more stable than unsaturated fats.'],"['Saturated', 'fats', 'have', 'a', 'high', 'melting', 'point', 'and', 'tend', 'to', 'be', 'more', 'stable', 'than', 'unsaturated', 'fats', '.']"
Answer,Unsaturated fats have at least one double bond in their fatty acid chains while saturated fats do not,['Unsaturated fats have at least one double bond in their fatty acid chains while saturated fats do not'],"['Unsaturated', 'fats', 'have', 'at', 'least', 'one', 'double', 'bond', 'in', 'their', 'fatty', 'acid', 'chains', 'while', 'saturated', 'fats', 'do', 'not']"
Answer,Unsaturated fats have a lower melting point than saturated fats,['Unsaturated fats have a lower melting point than saturated fats'],"['Unsaturated', 'fats', 'have', 'a', 'lower', 'melting', 'point', 'than', 'saturated', 'fats']"
Answer,Cheese,['Cheese'],['Cheese']
Answer,They can help lower LDL cholesterol levels,['They can help lower LDL cholesterol levels'],"['They', 'can', 'help', 'lower', 'LDL', 'cholesterol', 'levels']"
Answer,"No, some types of saturated fats may be less harmful than others","['No, some types of saturated fats may be less harmful than others']","['No', ',', 'some', 'types', 'of', 'saturated', 'fats', 'may', 'be', 'less', 'harmful', 'than', 'others']"
Answer,mRNA.,['mRNA.'],"['mRNA', '.']"
Answer,"Nitrogen base, 5 carbon sugar, and at least one phosphate group.","['Nitrogen base, 5 carbon sugar, and at least one phosphate group.']","['Nitrogen', 'base', ',', '5', 'carbon', 'sugar', ',', 'and', 'at', 'least', 'one', 'phosphate', 'group', '.']"
Answer,"Adenine (A), guanine (G) cytosine (C), and thymine (T).","['Adenine (A), guanine (G) cytosine (C), and thymine (T).']","['Adenine', '(', 'A', ')', ',', 'guanine', '(', 'G', ')', 'cytosine', '(', 'C', ')', ',', 'and', 'thymine', '(', 'T', ')', '.']"
Answer,Adenine and guanine are purines.,['Adenine and guanine are purines.'],"['Adenine', 'and', 'guanine', 'are', 'purines', '.']"
Answer,Cytosine and thymine are pyrimidines.,['Cytosine and thymine are pyrimidines.'],"['Cytosine', 'and', 'thymine', 'are', 'pyrimidines', '.']"
Answer,Two ends are different from each other.,['Two ends are different from each other.'],"['Two', 'ends', 'are', 'different', 'from', 'each', 'other', '.']"
Answer,Two strands run in opposite directions.,['Two strands run in opposite directions.'],"['Two', 'strands', 'run', 'in', 'opposite', 'directions', '.']"
Answer,Ribosomes help assemble proteins out of amino acids.,['Ribosomes help assemble proteins out of amino acids.'],"['Ribosomes', 'help', 'assemble', 'proteins', 'out', 'of', 'amino', 'acids', '.']"
Answer,"Helps mRNA bind in right spot, act as enzymes.","['Helps mRNA bind in right spot, act as enzymes.']","['Helps', 'mRNA', 'bind', 'in', 'right', 'spot', ',', 'act', 'as', 'enzymes', '.']"
Answer,Brings amino acids to ribosome.,['Brings amino acids to ribosome.'],"['Brings', 'amino', 'acids', 'to', 'ribosome', '.']"
Answer,They help regulate expression of other genes.,['They help regulate expression of other genes.'],"['They', 'help', 'regulate', 'expression', 'of', 'other', 'genes', '.']"
Answer,"Positive, Negative","['Positive, Negative']","['Positive', ',', 'Negative']"
Answer,They duplicate their DNA,['They duplicate their DNA'],"['They', 'duplicate', 'their', 'DNA']"
Answer,They produce specialized reproductive germline cells that will form new individuals.,['They produce specialized reproductive germline cells that will form new individuals.'],"['They', 'produce', 'specialized', 'reproductive', 'germline', 'cells', 'that', 'will', 'form', 'new', 'individuals', '.']"
Answer,No,['No'],['No']
Answer,Yes.,['Yes.'],"['Yes', '.']"
Answer,Homeostasis refers to the relatively stable internal environment required to maintain life.,['Homeostasis refers to the relatively stable internal environment required to maintain life.'],"['Homeostasis', 'refers', 'to', 'the', 'relatively', 'stable', 'internal', 'environment', 'required', 'to', 'maintain', 'life', '.']"
Answer,The atom,['The atom'],"['The', 'atom']"
Answer,Organelles,['Organelles'],['Organelles']
Answer,"No, the are not","['No, the are not']","['No', ',', 'the', 'are', 'not']"
Answer,prokaryotic or eukaryotic.,['prokaryotic or eukaryotic.'],"['prokaryotic', 'or', 'eukaryotic', '.']"
Answer,Yes,['Yes'],['Yes']
Answer,Tissues,['Tissues'],['Tissues']
Answer,Organs,['Organs'],['Organs']
Answer,Organ Systems,['Organ Systems'],"['Organ', 'Systems']"
Answer,"No, only 98 of the 118 elements do.","['No, only 98 of the 118 elements do.']","['No', ',', 'only', '98', 'of', 'the', '118', 'elements', 'do', '.']"
Answer,"oxygen (O), carbon (C), hydrogen (H), and nitrogen (N)","['oxygen (O), carbon (C), hydrogen (H), and nitrogen (N)']","['oxygen', '(', 'O', ')', ',', 'carbon', '(', 'C', ')', ',', 'hydrogen', '(', 'H', ')', ',', 'and', 'nitrogen', '(', 'N', ')']"
Answer,No,['No'],['No']
Answer,"Yes, neutrons can vary for an element","['Yes, neutrons can vary for an element']","['Yes', ',', 'neutrons', 'can', 'vary', 'for', 'an', 'element']"
Answer,"Yes, isotopes can naturally occur","['Yes, isotopes can naturally occur']","['Yes', ',', 'isotopes', 'can', 'naturally', 'occur']"
Answer,The octet rule,['The octet rule'],"['The', 'octet', 'rule']"
Answer,"When their valence (outer) shell has 8 electrons or if the innermost shell is the outer shell, if it has 2 electrons.","['When their valence (outer) shell has 8 electrons or if the innermost shell is the outer shell, if it has 2 electrons.']","['When', 'their', 'valence', '(', 'outer', ')', 'shell', 'has', '8', 'electrons', 'or', 'if', 'the', 'innermost', 'shell', 'is', 'the', 'outer', 'shell', ',', 'if', 'it', 'has', '2', 'electrons', '.']"
Answer,Group 18 is the most stable group,['Group 18 is the most stable group'],"['Group', '18', 'is', 'the', 'most', 'stable', 'group']"
Answer,"No, the Bohr model is incorrect.","['No, the Bohr model is incorrect.']","['No', ',', 'the', 'Bohr', 'model', 'is', 'incorrect', '.']"
Answer,"The four types of subshells are s, p, d, and f.","['The four types of subshells are s, p, d, and f.']","['The', 'four', 'types', 'of', 'subshells', 'are', 's', ',', 'p', ',', 'd', ',', 'and', 'f', '.']"
Answer,the 1s orbital,['the 1s orbital'],"['the', '1s', 'orbital']"
Answer,when two or more atoms bond together to form molecules or when bonded atoms are broken apart.,['when two or more atoms bond together to form molecules or when bonded atoms are broken apart.'],"['when', 'two', 'or', 'more', 'atoms', 'bond', 'together', 'to', 'form', 'molecules', 'or', 'when', 'bonded', 'atoms', 'are', 'broken', 'apart', '.']"
Answer,hypothesis,['hypothesis'],['hypothesis']
Answer,All living organisms store genetic material in DNA/RNA.,['All living organisms store genetic material in DNA/RNA.'],"['All', 'living', 'organisms', 'store', 'genetic', 'material', 'in', 'DNA/RNA', '.']"
Answer,E. coli is a prokaryote. The various metabolic processes and core functions in E. coli share homology with higher organisms.,"['E. coli is a prokaryote.', 'The various metabolic processes and core functions in E. coli share homology with higher organisms.']","['E.', 'coli', 'is', 'a', 'prokaryote', '.', 'The', 'various', 'metabolic', 'processes', 'and', 'core', 'functions', 'in', 'E.', 'coli', 'share', 'homology', 'with', 'higher', 'organisms', '.']"
Answer,Archeopteryx is the connecting link between birds and reptiles which shows that birds and reptiles are related,['Archeopteryx is the connecting link between birds and reptiles which shows that birds and reptiles are related'],"['Archeopteryx', 'is', 'the', 'connecting', 'link', 'between', 'birds', 'and', 'reptiles', 'which', 'shows', 'that', 'birds', 'and', 'reptiles', 'are', 'related']"
Answer,peer review,['peer review'],"['peer', 'review']"
Answer,"Water conservation is a major requirement to survive in the desert. Long leaves increase loss of water by evaporation. Therefore, desert plants should have smaller leaves.","['Water conservation is a major requirement to survive in the desert.', 'Long leaves increase loss of water by evaporation.', 'Therefore, desert plants should have smaller leaves.']","['Water', 'conservation', 'is', 'a', 'major', 'requirement', 'to', 'survive', 'in', 'the', 'desert', '.', 'Long', 'leaves', 'increase', 'loss', 'of', 'water', 'by', 'evaporation', '.', 'Therefore', ',', 'desert', 'plants', 'should', 'have', 'smaller', 'leaves', '.']"
Answer,Viruses are obligate parasites and require a host.,['Viruses are obligate parasites and require a host.'],"['Viruses', 'are', 'obligate', 'parasites', 'and', 'require', 'a', 'host', '.']"
Answer,eukaryotic cells,['eukaryotic cells'],"['eukaryotic', 'cells']"
Answer,a population,['a population'],"['a', 'population']"
Answer,"organism, organ, tissue, organelle, molecule","['organism, organ, tissue, organelle, molecule']","['organism', ',', 'organ', ',', 'tissue', ',', 'organelle', ',', 'molecule']"
Answer,"Reactants → Products
(Ex. 2H + O → H2O)","['Reactants → Products\n(Ex.', '2H + O → H2O)']","['Reactants', '→', 'Products', '(', 'Ex', '.', '2H', '+', 'O', '→', 'H2O', ')']"
Answer,The number of atoms of each element is the same on each side of the equation.,['The number of atoms of each element is the same on each side of the equation.'],"['The', 'number', 'of', 'atoms', 'of', 'each', 'element', 'is', 'the', 'same', 'on', 'each', 'side', 'of', 'the', 'equation', '.']"
Answer,"Reversible equations use the ↔or ⇌ sign, proceeding in both directions, while irreversible questions use the → sign, proceeding in only one direction","['Reversible equations use the ↔or ⇌ sign, proceeding in both directions, while irreversible questions use the → sign, proceeding in only one direction']","['Reversible', 'equations', 'use', 'the', '↔or', '⇌', 'sign', ',', 'proceeding', 'in', 'both', 'directions', ',', 'while', 'irreversible', 'questions', 'use', 'the', '→', 'sign', ',', 'proceeding', 'in', 'only', 'one', 'direction']"
Answer,Electron Transfer,['Electron Transfer'],"['Electron', 'Transfer']"
Answer,-ide,['-ide'],['-ide']
Answer,Ionic bonds are formed between ions with opposite charges.,['Ionic bonds are formed between ions with opposite charges.'],"['Ionic', 'bonds', 'are', 'formed', 'between', 'ions', 'with', 'opposite', 'charges', '.']"
Answer,"The higher amount of bonds, the stronger they get.","['The higher amount of bonds, the stronger they get.']","['The', 'higher', 'amount', 'of', 'bonds', ',', 'the', 'stronger', 'they', 'get', '.']"
Answer,Carbon-based organic molecules,['Carbon-based organic molecules'],"['Carbon-based', 'organic', 'molecules']"
Answer,Molecular Nitrogen has a covalent triple bond.,['Molecular Nitrogen has a covalent triple bond.'],"['Molecular', 'Nitrogen', 'has', 'a', 'covalent', 'triple', 'bond', '.']"
Answer,Polar Covalent Bond,['Polar Covalent Bond'],"['Polar', 'Covalent', 'Bond']"
Answer,Water is a polar molecule.,['Water is a polar molecule.'],"['Water', 'is', 'a', 'polar', 'molecule', '.']"
Answer,Hydrogen Bonds and Van Der Waals Interactions,['Hydrogen Bonds and Van Der Waals Interactions'],"['Hydrogen', 'Bonds', 'and', 'Van', 'Der', 'Waals', 'Interactions']"
Answer,hydrophilic,['hydrophilic'],['hydrophilic']
Answer,nonpolar compounds,['nonpolar compounds'],"['nonpolar', 'compounds']"
Answer,Water molecules in ice are pushed further apart than those of liquid water molecules,['Water molecules in ice are pushed further apart than those of liquid water molecules'],"['Water', 'molecules', 'in', 'ice', 'are', 'pushed', 'further', 'apart', 'than', 'those', 'of', 'liquid', 'water', 'molecules']"
Answer,Specific heat is defined as the amount of heat one gram of a substance must absorb or lose to change its temperature by one degree Celsius.,['Specific heat is defined as the amount of heat one gram of a substance must absorb or lose to change its temperature by one degree Celsius.'],"['Specific', 'heat', 'is', 'defined', 'as', 'the', 'amount', 'of', 'heat', 'one', 'gram', 'of', 'a', 'substance', 'must', 'absorb', 'or', 'lose', 'to', 'change', 'its', 'temperature', 'by', 'one', 'degree', 'Celsius', '.']"
Answer,Water,['Water'],['Water']
Answer,The tendency for water molecules to be attracted to each other,['The tendency for water molecules to be attracted to each other'],"['The', 'tendency', 'for', 'water', 'molecules', 'to', 'be', 'attracted', 'to', 'each', 'other']"
Answer,Surface Tension,['Surface Tension'],"['Surface', 'Tension']"
Answer,"Cohesion is the attraction between similar or the same molecules, while adhesion is the attraction between different molecules.","['Cohesion is the attraction between similar or the same molecules, while adhesion is the attraction between different molecules.']","['Cohesion', 'is', 'the', 'attraction', 'between', 'similar', 'or', 'the', 'same', 'molecules', ',', 'while', 'adhesion', 'is', 'the', 'attraction', 'between', 'different', 'molecules', '.']"
Answer,groups of atoms that give specific properties to hydrocarbon chains or rings that define their overall chemical characteristics and function.,['groups of atoms that give specific properties to hydrocarbon chains or rings that define their overall chemical characteristics and function.'],"['groups', 'of', 'atoms', 'that', 'give', 'specific', 'properties', 'to', 'hydrocarbon', 'chains', 'or', 'rings', 'that', 'define', 'their', 'overall', 'chemical', 'characteristics', 'and', 'function', '.']"
Answer,"molecules with the same molecular formula, but different molecular structures resulting in different properties or functions.","['molecules with the same molecular formula, but different molecular structures resulting in different properties or functions.']","['molecules', 'with', 'the', 'same', 'molecular', 'formula', ',', 'but', 'different', 'molecular', 'structures', 'resulting', 'in', 'different', 'properties', 'or', 'functions', '.']"
Answer,Methane,['Methane'],['Methane']
Answer,Tetrahedral,['Tetrahedral'],['Tetrahedral']
Answer,its number of carbon hydrocarbons that it has,['its number of carbon hydrocarbons that it has'],"['its', 'number', 'of', 'carbon', 'hydrocarbons', 'that', 'it', 'has']"
Answer,the amount of carbon-carbon bonds it has,['the amount of carbon-carbon bonds it has'],"['the', 'amount', 'of', 'carbon-carbon', 'bonds', 'it', 'has']"
Answer,substituted hydrocarbons,['substituted hydrocarbons'],"['substituted', 'hydrocarbons']"
Answer,"hydroxyl, methyl, carbonyl, carboxyl, amino, phosphate, and sulfhydryl.","['hydroxyl, methyl, carbonyl, carboxyl, amino, phosphate, and sulfhydryl.']","['hydroxyl', ',', 'methyl', ',', 'carbonyl', ',', 'carboxyl', ',', 'amino', ',', 'phosphate', ',', 'and', 'sulfhydryl', '.']"
Answer,"carbohydrates, lipids, proteins, and nucleic acids","['carbohydrates, lipids, proteins, and nucleic acids']","['carbohydrates', ',', 'lipids', ',', 'proteins', ',', 'and', 'nucleic', 'acids']"
Answer,monomers,['monomers'],['monomers']
Answer,dehydration synthesis,['dehydration synthesis'],"['dehydration', 'synthesis']"
Answer,When polymers are broken down into monomers,['When polymers are broken down into monomers'],"['When', 'polymers', 'are', 'broken', 'down', 'into', 'monomers']"
Answer,specific enzymes based on the macromolecule,['specific enzymes based on the macromolecule'],"['specific', 'enzymes', 'based', 'on', 'the', 'macromolecule']"
Answer,"monosaccharides, disaccharides, and polysaccharides.","['monosaccharides, disaccharides, and polysaccharides.']","['monosaccharides', ',', 'disaccharides', ',', 'and', 'polysaccharides', '.']"
Answer,Glucose,['Glucose'],['Glucose']
Answer,-ose,['-ose'],['-ose']
Answer,C6H12O6,['C6H12O6'],['C6H12O6']
Answer,glycosidic bond,['glycosidic bond'],"['glycosidic', 'bond']"
Answer,Lactose,['Lactose'],['Lactose']
Answer,Sucrose,['Sucrose'],['Sucrose']
Answer,Starch,['Starch'],['Starch']
Answer,Glycogen,['Glycogen'],['Glycogen']
Answer,Cellulose,['Cellulose'],['Cellulose']
Answer,due to its structure in which every other monomer is flipped upside down and packed tightly,['due to its structure in which every other monomer is flipped upside down and packed tightly'],"['due', 'to', 'its', 'structure', 'in', 'which', 'every', 'other', 'monomer', 'is', 'flipped', 'upside', 'down', 'and', 'packed', 'tightly']"
Answer,"Carbohydrates, specifically Chitin","['Carbohydrates, specifically Chitin']","['Carbohydrates', ',', 'specifically', 'Chitin']"
Answer,Nonpolar,['Nonpolar'],['Nonpolar']
Answer,triacylglycerols or triglycerides,['triacylglycerols or triglycerides'],"['triacylglycerols', 'or', 'triglycerides']"
Answer,"If the hydrocarbon chain contains a double bond, it is unsaturated. If not, it is saturated","['If the hydrocarbon chain contains a double bond, it is unsaturated.', 'If not, it is saturated']","['If', 'the', 'hydrocarbon', 'chain', 'contains', 'a', 'double', 'bond', ',', 'it', 'is', 'unsaturated', '.', 'If', 'not', ',', 'it', 'is', 'saturated']"
Answer,monounsaturated fats have one double bond while polyunsaturated have more than one,['monounsaturated fats have one double bond while polyunsaturated have more than one'],"['monounsaturated', 'fats', 'have', 'one', 'double', 'bond', 'while', 'polyunsaturated', 'have', 'more', 'than', 'one']"
Answer,adipocytes,['adipocytes'],['adipocytes']
Answer,Unsaturated fats are usually found within plants.,['Unsaturated fats are usually found within plants.'],"['Unsaturated', 'fats', 'are', 'usually', 'found', 'within', 'plants', '.']"
Answer,Repelling water and other sustances from it.,['Repelling water and other sustances from it.'],"['Repelling', 'water', 'and', 'other', 'sustances', 'from', 'it', '.']"
Answer,Phospholipids,['Phospholipids'],['Phospholipids']
Answer,it has a hydrophobic and a hydrophilic part.,['it has a hydrophobic and a hydrophilic part.'],"['it', 'has', 'a', 'hydrophobic', 'and', 'a', 'hydrophilic', 'part', '.']"
Answer,steroids have a fused ring structure.,['steroids have a fused ring structure.'],"['steroids', 'have', 'a', 'fused', 'ring', 'structure', '.']"
Answer,Cholesterol,['Cholesterol'],['Cholesterol']
Answer,Hormones are chemical-signaling molecules that regulate specific physiological processes.,['Hormones are chemical-signaling molecules that regulate specific physiological processes.'],"['Hormones', 'are', 'chemical-signaling', 'molecules', 'that', 'regulate', 'specific', 'physiological', 'processes', '.']"
Answer,Amino Acids,['Amino Acids'],"['Amino', 'Acids']"
Answer,Peptide Bonds,['Peptide Bonds'],"['Peptide', 'Bonds']"
Answer,"On one end is a free amino group, known as the N terminal or amino terminal, on the other is a free carboxyl group, known as the C or carboxyl terminal","['On one end is a free amino group, known as the N terminal or amino terminal, on the other is a free carboxyl group, known as the C or carboxyl terminal']","['On', 'one', 'end', 'is', 'a', 'free', 'amino', 'group', ',', 'known', 'as', 'the', 'N', 'terminal', 'or', 'amino', 'terminal', ',', 'on', 'the', 'other', 'is', 'a', 'free', 'carboxyl', 'group', ',', 'known', 'as', 'the', 'C', 'or', 'carboxyl', 'terminal']"
Answer,The unique sequence of a protein is determined by its gene encoding,['The unique sequence of a protein is determined by its gene encoding'],"['The', 'unique', 'sequence', 'of', 'a', 'protein', 'is', 'determined', 'by', 'its', 'gene', 'encoding']"
